mutton LR,0.020833333,0.020833333,0.145833333,0.166666667,0.3125,0.041666667,0.291666667
egg HR,0,0.5,0,0,0.5,0,0
egg KR,0.021621622,0.037837838,0.27027027,0.043243243,0.351351351,0.027027027,0.248648649
egg NR,0.014457831,0.038554217,0.240963855,0.057831325,0.308433735,0.053012048,0.286746988
egg MR,0,0.0625,0.125,0,0.5625,0,0.25
egg LR,0.024096386,0.036144578,0.204819277,0.096385542,0.313253012,0.036144578,0.289156627
fishA NR,0.02266289,0.036827195,0.23796034,0.113314448,0.303116147,0.033994334,0.252124646
fishA LR,0,0.071428571,0.142857143,0,0.4,0.128571429,0.257142857
fishA MR,0,0.5,0,0,0.5,0,0
fishA KR,0.01459854,0.02919708,0.273722628,0,0.335766423,0.032846715,0.313868613
fishB LR,0.011904762,0.023809524,0.238095238,0,0.44047619,0.071428571,0.214285714
fishB MR,0,0.117647059,0,0.470588235,0.176470588,0.117647059,0.117647059
fishB NR,0.014563107,0.053398058,0.237864078,0.038834951,0.354368932,0.029126214,0.27184466
fishB KR,0.020304569,0.032994924,0.253807107,0.060913706,0.294416244,0.040609137,0.296954315
crab HR,0,0,0.25,0,0.25,0,0.5
crab KR,0.016985138,0.04670913,0.23566879,0.033970276,0.329087049,0.038216561,0.299363057
crab NR,0.022988506,0.028735632,0.287356322,0.091954023,0.293103448,0.040229885,0.235632184
crab MR,0,0.083333333,0.166666667,0,0.583333333,0,0.166666667
crab LR,0,0,0.125,0.2,0.375,0.125,0.175
prawns HR,0,0,0.166666667,0,0.333333333,0,0.5
prawns KR,0.011049724,0.041436464,0.248618785,0.066298343,0.320441989,0.044198895,0.267955801
prawns NR,0.034632035,0.047619048,0.242424242,0.034632035,0.32034632,0.034632035,0.285714286
prawns MR,0,0,0.272727273,0,0.454545455,0,0.272727273
prawns LR,0,0.021978022,0.208791209,0.087912088,0.351648352,0.065934066,0.263736264
shark NR,0.133333333,0.066666667,0.266666667,0,0.4,0.066666667,0.066666667
shark LR,0,0,1,0,0,0,0
shark KR,0.01459854,0.039416058,0.239416058,0.058394161,0.325547445,0.042335766,0.280291971
avaraikai HR,0,0,0,0,1,0,0
avaraikai KR,0.025445293,0.030534351,0.262086514,0.040712468,0.333333333,0.045801527,0.262086514
avaraikai NR,0.007905138,0.051383399,0.233201581,0.09486166,0.300395257,0.04743083,0.264822134
avaraikai MR,0,0,0,0,0.5,0,0.5
avaraikai LR,0,0.0625,0.145833333,0,0.375,0,0.416666667
banana NR,0,0.059405941,0.188118812,0,0.405940594,0.04950495,0.297029703
banana LR,0.047619048,0.142857143,0.238095238,0,0.19047619,0.095238095,0.285714286
banana MR,0,0,0,0,0,0,1
banana KR,0.019031142,0.032871972,0.250865052,0.069204152,0.3183391,0.039792388,0.269896194
beans NR,0.010438413,0.043841336,0.246346555,0.066805846,0.338204593,0.050104384,0.244258873
beans LR,0.018691589,0.046728972,0.130841121,0.074766355,0.280373832,0.046728972,0.401869159
beans MR,0,0,0.25,0,0.5,0,0.25
beans KR,0.045045045,0.018018018,0.324324324,0,0.315315315,0.009009009,0.288288288
beetroot LR,0.014084507,0.098591549,0.323943662,0,0.23943662,0,0.323943662
beetroot MR,0,0,0,0,0.6,0,0.4
beetroot NR,0.031390135,0.02690583,0.224215247,0.035874439,0.30941704,0.062780269,0.30941704
beetroot KR,0.009950249,0.037313433,0.23880597,0.07960199,0.348258706,0.039800995,0.246268657
brinjal HR,0,0,0,0,1,0,0
brinjal KR,0.02238806,0.037313433,0.246268657,0.059701493,0.23880597,0,0.395522388
brinjal NR,0.017902813,0.040920716,0.25831202,0.061381074,0.350383632,0.051150895,0.219948849
brinjal MR,0,0,0.230769231,0,0.307692308,0,0.461538462
brinjal LR,0.012345679,0.043209877,0.197530864,0.049382716,0.339506173,0.061728395,0.296296296
cabbage NR,0.014367816,0.028735632,0.24137931,0.068965517,0.304597701,0.048850575,0.293103448
cabbage LR,0,0.037037037,0.222222222,0,0.425925926,0.018518519,0.296296296
cabbage MR,0,0,0,0,0.4,0,0.6
cabbage KR,0.023809524,0.054421769,0.24829932,0.054421769,0.333333333,0.040816327,0.244897959
capsicum NR,0.015151515,0.015151515,0.257575758,0,0.348484848,0.060606061,0.303030303
capsicum LR,0,0.5,0.25,0,0.25,0,0
capsicum KR,0.017432647,0.039619651,0.239302694,0.063391442,0.324881141,0.041204437,0.274167987
chillie NR,0.025641026,0.025641026,0.179487179,0,0.358974359,0.051282051,0.358974359
chillie LR,0,0,0,0,0,0,1
chillie MR,0,0,0,0,1,0,0
chillie KR,0.016691958,0.040971168,0.245827011,0.060698027,0.324734446,0.042488619,0.268588771
cauliflower NR,0.005847953,0.01754386,0.251461988,0.093567251,0.32748538,0.023391813,0.280701754
cauliflower LR,0.028571429,0,0.142857143,0,0.285714286,0.114285714,0.428571429
cauliflower MR,0,0,0.5,0,0,0,0.5
cauliflower KR,0.020366599,0.050916497,0.242362525,0.048879837,0.33197556,0.044806517,0.260692464
carrot NR,0.017509728,0.040856031,0.215953307,0.062256809,0.350194553,0.044747082,0.26848249
carrot LR,0,0.033333333,0.288888889,0,0.255555556,0.077777778,0.344444444
carrot MR,0,0,0,0,0,0,1
carrot KR,0.032258065,0.043010753,0.344086022,0.086021505,0.279569892,0,0.215053763
chowchow NR,0.013513514,0.054054054,0.216216216,0,0.391891892,0.040540541,0.283783784
chowchow LR,0,0,0,0,0.6,0,0.4
chowchow KR,0.017684887,0.038585209,0.245980707,0.064308682,0.316720257,0.04340836,0.273311897
corn NR,0,0,0.269230769,0,0.269230769,0,0.461538462
corn LR,0,0,0,0,1,0,0
corn KR,0.017804154,0.041543027,0.240356083,0.059347181,0.327893175,0.044510386,0.268545994
cucumber NR,0,0,0.348837209,0,0.348837209,0.046511628,0.255813953
cucumber LR,0,0,0,0,0.555555556,0,0.444444444
cucumber KR,0.018489985,0.043143297,0.237288136,0.061633282,0.322033898,0.043143297,0.274268105
drumstick NR,0.016563147,0.043478261,0.250517598,0.066252588,0.333333333,0.049689441,0.240165631
drumstick LR,0.022556391,0.022556391,0.210526316,0.060150376,0.255639098,0.037593985,0.390977444
drumstick MR,0,0,0.166666667,0,0.166666667,0,0.666666667
drumstick KR,0.01369863,0.054794521,0.246575342,0,0.438356164,0.01369863,0.232876712
greens HR,0,0,0,0,0,0,1
greens KR,0,0.056,0.264,0,0.4,0.032,0.248
greens NR,0.014218009,0.037914692,0.239336493,0.075829384,0.32464455,0.042654028,0.265402844
greens MR,0.066666667,0,0.066666667,0,0.266666667,0,0.6
greens LR,0.036231884,0.036231884,0.246376812,0.057971014,0.275362319,0.057971014,0.289855072
gourds NR,0.01910828,0.025477707,0.251592357,0.076433121,0.340764331,0.038216561,0.248407643
gourds LR,0,0.020408163,0.183673469,0.163265306,0.244897959,0.020408163,0.367346939
gourds MR,0,0,0.5,0,0.5,0,0
gourds KR,0.017857143,0.056547619,0.238095238,0.023809524,0.324404762,0.050595238,0.288690476
kovaikai NR,0,0.040816327,0.142857143,0.163265306,0.428571429,0.020408163,0.204081633
kovaikai LR,0,0,0,0,0.333333333,0,0.666666667
kovaikai KR,0.018662519,0.040435459,0.251944012,0.049766719,0.31881804,0.045101089,0.275272162
kothavarai NR,0,0.041666667,0.166666667,0,0.208333333,0,0.583333333
kothavarai LR,0,0,0,0,0.5,0,0.5
kothavarai KR,0.017777778,0.04,0.244444444,0.059259259,0.33037037,0.044444444,0.263703704
Lfinger NR,0.02173913,0.045652174,0.241304348,0.017391304,0.317391304,0.056521739,0.3
Lfinger LR,0.017241379,0.034482759,0.189655172,0.137931034,0.327586207,0.034482759,0.25862069
Lfinger MR,0,0,0,0,0,0,1
Lfinger KR,0.005524862,0.027624309,0.259668508,0.132596685,0.35359116,0.011049724,0.209944751
malli NR,0.017857143,0.035714286,0.303571429,0,0.392857143,0.017857143,0.232142857
malli LR,0.066666667,0.066666667,0.133333333,0,0.4,0,0.333333333
malli MR,0,0,0,0,1,0,0
malli KR,0.015898251,0.039745628,0.238473768,0.063593005,0.317965024,0.046104928,0.278219396
mango NR,0.025641026,0.042735043,0.247863248,0.136752137,0.282051282,0.008547009,0.256410256
mango LR,0,0,0,0,0.714285714,0,0.285714286
mango KR,0.01559792,0.039861352,0.242634315,0.041594454,0.33102253,0.050259965,0.279029463
mushroom NR,0,0.083333333,0.291666667,0,0.333333333,0.041666667,0.25
mushroom LR,0,0,0.25,0,0.75,0,0
mushroom KR,0.017830609,0.038632987,0.23922734,0.059435364,0.323922734,0.043090639,0.277860327
nuckol NR,0,0.057142857,0.142857143,0,0.314285714,0.028571429,0.457142857
nuckol LR,0,0,0,0,0.5,0,0.5
nuckol KR,0.018072289,0.039156627,0.246987952,0.060240964,0.326807229,0.043674699,0.265060241
onion NR,0.014729951,0.042553191,0.230769231,0.052373159,0.342062193,0.049099836,0.268412439
onion LR,0.032258065,0,0.258064516,0.129032258,0.193548387,0,0.387096774
onion MR,0,0,0.166666667,0,0.333333333,0,0.5
onion KR,0.045454545,0.090909091,0.5,0,0.272727273,0,0.090909091
peas NR,0.005291005,0.058201058,0.232804233,0.084656085,0.312169312,0.037037037,0.26984127
peas LR,0.040816327,0.081632653,0.285714286,0,0.306122449,0,0.285714286
peas MR,0,0,0,0,0,0,1
peas KR,0.019522777,0.028199566,0.240780911,0.052060738,0.336225597,0.04989154,0.273318872
potroot NR,0.018939394,0.045454545,0.28030303,0.090909091,0.306818182,0.049242424,0.208333333
potroot LR,0,0.023809524,0.142857143,0.19047619,0.261904762,0.047619048,0.333333333
potroot MR,0,0,0,0,0.5,0,0.5
potroot KR,0.017811705,0.038167939,0.226463104,0.020356234,0.34605598,0.038167939,0.312977099
paneer NR,0,0,0.285714286,0,0.5,0,0.214285714
paneer LR,0,0,0,0,0.571428571,0,0.428571429
paneer KR,0.017647059,0.041176471,0.242647059,0.058823529,0.320588235,0.044117647,0.275
potato NR,0.023483366,0.037181996,0.264187867,0.031311155,0.338551859,0.045009785,0.260273973
potato LR,0,0.077922078,0.168831169,0.103896104,0.25974026,0.064935065,0.324675325
potato MR,0,0,0,0,0,0,1
potato KR,0,0.026785714,0.1875,0.142857143,0.321428571,0.017857143,0.303571429
pumkin NR,0.023255814,0,0.372093023,0.186046512,0.162790698,0.046511628,0.209302326
pumkin LR,0,0.25,0,0,0.125,0.125,0.5
pumkin KR,0.016923077,0.04,0.235384615,0.049230769,0.34,0.041538462,0.276923077
pudina NR,0.030769231,0.092307692,0.369230769,0,0.307692308,0.015384615,0.184615385
pudina LR,0,0,0.222222222,0,0.111111111,0,0.666666667
pudina MR,0,0,0,0,0,0,1
pudina KR,0.015974441,0.03514377,0.228434505,0.063897764,0.332268371,0.046325879,0.277955272
radish NR,0.030973451,0.044247788,0.203539823,0.03539823,0.380530973,0.039823009,0.265486726
radish LR,0.025,0.05,0.1,0.2,0.175,0.075,0.375
radish MR,0,0,0,0,0,0,1
radish KR,0.009237875,0.036951501,0.27482679,0.055427252,0.31408776,0.041570439,0.267898383
tomato NR,0.018181818,0.041322314,0.241322314,0.066115702,0.32892562,0.042975207,0.261157025
tomato LR,0,0.027027027,0.22972973,0,0.310810811,0.054054054,0.378378378
tomato MR,0,0.333333333,0.333333333,0,0,0,0.333333333
tomato KR,0.052631579,0,0.263157895,0,0.368421053,0,0.315789474
tondaikai NR,0,0.066666667,0.2,0,0.266666667,0.133333333,0.333333333
tondaikai KR,0.017492711,0.039358601,0.241982507,0.058309038,0.327988338,0.040816327,0.274052478
vazpooThandu NR,0.031914894,0.042553191,0.265957447,0.085106383,0.29787234,0.031914894,0.244680851
vazpooThandu LR,0,0,0.047619048,0,0.380952381,0,0.571428571
vazpooThandu KR,0.015358362,0.040955631,0.244027304,0.054607509,0.329351536,0.046075085,0.269624573
yams NR,0,0.137931034,0.252873563,0,0.344827586,0.011494253,0.252873563
yams LR,0,0,0.19047619,0,0.333333333,0.095238095,0.380952381
yams MR,0,0,0,0,1,0,0
yams KR,0.020304569,0.027072758,0.241962775,0.067681895,0.321489002,0.045685279,0.275803723
gram HR,0,0,0.666666667,0,0.333333333,0,0
gram KR,0,0.111111111,0.333333333,0,0.333333333,0,0.222222222
gram NR,0.01754386,0.045112782,0.260651629,0.040100251,0.325814536,0.032581454,0.278195489
gram MR,0,0.031746032,0.206349206,0,0.46031746,0,0.301587302
gram LR,0.022026432,0.030837004,0.207048458,0.105726872,0.290748899,0.074889868,0.268722467
channa ?,0,0,0.5,0,0,0,0.5
channa HR,0,0.111111111,0.333333333,0,0.333333333,0,0.222222222
channa KR,0.023923445,0.043062201,0.267942584,0.114832536,0.311004785,0.028708134,0.210526316
channa NR,0.008474576,0.021186441,0.245762712,0,0.322033898,0.025423729,0.377118644
channa MR,0.02739726,0.02739726,0.191780822,0,0.369863014,0.136986301,0.246575342
channa LR,0.01744186,0.063953488,0.215116279,0.093023256,0.337209302,0.046511628,0.226744186
dhal NR,0.017391304,0.034782609,0.250434783,0.055652174,0.328695652,0.048695652,0.264347826
dhal LR,0.013333333,0.066666667,0.186666667,0.106666667,0.28,0.013333333,0.333333333
dhal MR,0,0.285714286,0.142857143,0,0,0,0.571428571
dhal KR,0.022727273,0.022727273,0.227272727,0,0.431818182,0.022727273,0.272727273
maida NR,0.016713092,0.038997214,0.275766017,0.044568245,0.323119777,0.055710306,0.245125348
maida LR,0.023076923,0.015384615,0.123076923,0.123076923,0.284615385,0.023076923,0.407692308
maida MR,0,0.222222222,0.333333333,0,0.333333333,0,0.111111111
maida KR,0.014778325,0.049261084,0.251231527,0.039408867,0.359605911,0.034482759,0.251231527
oats NR,0,0,0.189189189,0,0.432432432,0.108108108,0.27027027
oats LR,0,0,0.333333333,0,0.333333333,0,0.333333333
oats MR,0,0,0,0,1,0,0
oats KR,0.018181818,0.042424242,0.243939394,0.060606061,0.31969697,0.039393939,0.275757576
ragi NR,0,0,0.19047619,0.19047619,0.30952381,0.047619048,0.261904762
ragi LR,0.142857143,0.142857143,0.142857143,0,0.285714286,0.142857143,0.142857143
ragi KR,0.016871166,0.041411043,0.245398773,0.049079755,0.328220859,0.041411043,0.277607362
rice NR,0.142857143,0,0.285714286,0,0.142857143,0,0.428571429
rice LR,0,0,0,0,0,0,1
rice KR,0.015895954,0.040462428,0.24132948,0.057803468,0.329479769,0.043352601,0.271676301
wheat NR,0.021201413,0.040636042,0.245583039,0.056537102,0.325088339,0.045936396,0.265017668
wheat LR,0,0.073529412,0.161764706,0,0.367647059,0.058823529,0.338235294
wheat MR,0,0,0,0,0.5,0,0.5
wheat KR,0,0,0.292307692,0.123076923,0.292307692,0,0.292307692
coconut NR,0.023504274,0.034188034,0.247863248,0.085470085,0.316239316,0.044871795,0.247863248
coconut LR,0,0.081632653,0.204081633,0,0.265306122,0.06122449,0.387755102
coconut MR,0,0,0,0,0,0,1
coconut KR,0.005555556,0.044444444,0.238888889,0,0.377777778,0.033333333,0.3
oil NR,0.024390244,0.073170732,0.146341463,0,0.414634146,0,0.341463415
oil LR,0,0,0,0,0.285714286,0,0.714285714
oil KR,0.016845329,0.038284839,0.249617152,0.061255743,0.321592649,0.045941807,0.266462481
garlic NR,0.013029316,0.052117264,0.195439739,0.052117264,0.332247557,0.035830619,0.319218241
garlic LR,0.025,0.05,0.125,0,0.4,0,0.4
garlic MR,0,0,0,0,0,0,1
garlic KR,0.019830028,0.028328612,0.294617564,0.067988669,0.314447592,0.053824363,0.220963173
ginger HR,0,0,0,0,0,0,1
ginger KR,0.01980198,0.02970297,0.297029703,0.03960396,0.336633663,0.051980198,0.225247525
ginger NR,0.015564202,0.058365759,0.155642023,0.093385214,0.326848249,0.035019455,0.315175097
ginger MR,0,0,0,0,1,0,0
ginger LR,0,0.027027027,0.243243243,0,0.189189189,0,0.540540541
pepper NR,0.027027027,0.081081081,0.189189189,0.108108108,0.297297297,0,0.297297297
pepper LR,0,0.1,0.15,0,0.4,0,0.35
pepper MR,0,0,0,0,0.5,0,0.5
pepper KR,0.016583748,0.033167496,0.252072968,0.053067993,0.326699834,0.049751244,0.268656716
tamarind NR,0.009345794,0.065420561,0.218068536,0.024922118,0.342679128,0.034267913,0.30529595
tamarind LR,0.013513514,0.067567568,0.162162162,0.216216216,0.256756757,0.013513514,0.27027027
tamarind KR,0.026143791,0.006535948,0.284313725,0.052287582,0.326797386,0.058823529,0.245098039
aginomoto NR,0,0.072289157,0.228915663,0.096385542,0.289156627,0.024096386,0.289156627
aginomoto LR,0,0,0.2,0,0.2,0,0.6
aginomoto MR,0,0,0,0,0,0,1
aginomoto KR,0.019607843,0.035947712,0.243464052,0.052287582,0.333333333,0.045751634,0.269607843
spices NR,0.029411765,0.088235294,0.294117647,0,0.294117647,0,0.294117647
spices LR,0,0.142857143,0,0,0.142857143,0,0.714285714
spices KR,0.016666667,0.036363636,0.240909091,0.060606061,0.33030303,0.045454545,0.26969697
coco NR,0,0,0.25,0,0.416666667,0,0.333333333
coco LR,0,0,0,0,0.5,0,0.5
coco KR,0.017467249,0.040756914,0.241630277,0.058224163,0.324599709,0.043668122,0.273653566
horlicks KR,0.017118402,0.039942939,0.241084165,0.057061341,0.326676177,0.042796006,0.27532097
boost NR,0,0,0,0,1,0,0
boost KR,0.017142857,0.04,0.241428571,0.057142857,0.325714286,0.042857143,0.275714286
nuts KR,0.017118402,0.039942939,0.241084165,0.057061341,0.326676177,0.042796006,0.27532097
runningnose no,0.021582734,0.016786571,0.352517986,0.057553957,0.091127098,0.004796163,0.455635492
runningnose yes,0.01056338,0.073943662,0.077464789,0.056338028,0.672535211,0.098591549,0.01056338
sneeze no,0.02259887,0.014124294,0.347457627,0.04519774,0.042372881,0.002824859,0.525423729
sneeze yes,0.011527378,0.066282421,0.132564841,0.069164265,0.616714697,0.083573487,0.020172911
cough no,0.021563342,0.018867925,0.258760108,0.086253369,0.075471698,0.032345013,0.506738544
cough yes,0.012121212,0.063636364,0.221212121,0.024242424,0.609090909,0.054545455,0.015151515
wheezeBlocks no,0.021680217,0.005420054,0.241192412,0.043360434,0.146341463,0.040650407,0.501355014
wheezeBlocks yes,0.012048193,0.078313253,0.240963855,0.072289157,0.527108434,0.045180723,0.024096386
headache no,0.013769363,0.027538726,0.240963855,0.068846816,0.282271945,0.048192771,0.318416523
headache yes,0.033333333,0.1,0.241666667,0,0.541666667,0.016666667,0.066666667
itching no,0.013227513,0.063492063,0.333333333,0,0.584656085,0,0.005291005
itching yes,0.021671827,0.012383901,0.133126935,0.123839009,0.024767802,0.092879257,0.591331269
swelling no,0.011389522,0.063781321,0.37357631,0,0.514806378,0.004555809,0.031890661
swelling yes,0.026717557,0,0.019083969,0.152671756,0.011450382,0.106870229,0.683206107
redrashes no,0.013513514,0.063063063,0.378378378,0,0.509009009,0.006756757,0.029279279
redrashes yes,0.023346304,0,0.003891051,0.155642023,0.011673152,0.105058366,0.700389105
FHistory no,0.02195122,0.03902439,0.202439024,0.058536585,0.319512195,0.034146341,0.324390244
FHistory yes,0.010309278,0.041237113,0.295532646,0.054982818,0.336769759,0.054982818,0.206185567
Sex f,0.018766756,0.034852547,0.230563003,0.085790885,0.292225201,0.053619303,0.284182306
Sex ?,0,0,1,0,0,0,0
Sex m,0.01529052,0.04587156,0.250764526,0.024464832,0.366972477,0.03058104,0.266055046
